"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Andrian, Y.; Maryam, E.; Daeyong, K.; Maeng, S.H.; Ju, H.","Andrian, Yoga Fingki (57211908731); Maryam, Essaid (57211908327); Daeyong, Kim (57194824515); Maeng, Soohoon (57211907954); Ju, Hongteak Taek (36742429400)","57211908731; 57211908327; 57194824515; 57211907954; 36742429400","Space Weather Data Management System and Monitoring in Decentralized Storage Environment","2019","2019 20th Asia-Pacific Network Operations and Management Symposium: Management in a Cyber-Physical World, APNOMS 2019","","","8892999","","","3","10.23919/APNOMS.2019.8892999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075319245&doi=10.23919%2FAPNOMS.2019.8892999&partnerID=40&md5=e3882c7a8725ff769b83fdd42344a225","Conference paper","Final","","Scopus","2-s2.0-85075319245"
"Thamizhchelvi, K.; Kalpana, Y.","Thamizhchelvi, K. (57210121602); Kalpana, Y. (57164754800)","57210121602; 57164754800","A narravite cloud storage management using multi-level semantic bonding technique","2019","International Journal of Recent Technology and Engineering","8","2 Special Issue 11","","449","453","0","10.35940/ijrte.B1068.0982S1119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074425045&doi=10.35940%2Fijrte.B1068.0982S1119&partnerID=40&md5=06eabbece87a18e3f079b280d438cc69","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85074425045"
"Karis, M.S.; Hasim, N.; Zainal Abidin, A.F.Z.; Sulaiman, S.F.","Karis, Mohd Safirin Bin (54414269100); Hasim, Norhaslinda (55063604200); Zainal Abidin, Amar Faiz (57218935492); Sulaiman, Siti Fatimah (57205976430)","54414269100; 55063604200; 57218935492; 57205976430","Stopwatch verification platform: The development of an automated device for stopwatch calibration","2019","International Journal of Recent Technology and Engineering","8","3","","4171","4176","1","10.35940/ijrte.C5500.098319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073499257&doi=10.35940%2Fijrte.C5500.098319&partnerID=40&md5=b283846c5b56407e5421055e0b4c04bc","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85073499257"
"Kim, J.; Yakel, E.; Faniel, I.M.","Kim, Jihyun (55720054700); Yakel, Elizabeth (6506608714); Faniel, Ixchel M. (18436473200)","55720054700; 6506608714; 18436473200","Exposing standardization and consistency issues in repository metadata requirements for data deposition","2019","College and Research Libraries","80","6","","843","875","6","10.5860/crl.80.6.843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073395621&doi=10.5860%2Fcrl.80.6.843&partnerID=40&md5=72683bb52b4bb50a4657712c522af096","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85073395621"
"Sammani, A.; Jansen, M.; Linschoten, M.; Bagheri, A.; de Jonge, N.; Kirkels, H.; van Laake, L.W.; Vink, A.; Van Tintelen, J.P.; Dooijes, D.; te Riele, A.S.J.M.; Harakaľová, M.; Baas, A.F.; Asselbergs, F.W.","Sammani, Arjan (56532541800); Jansen, Mark (57209098549); Linschoten, Marijke P.M. (56532444800); Bagheri, Ayoub (26431285300); de Jonge, Nicolaas (7006116744); Kirkels, Hans H. (6506197748); van Laake, Linda Wilhelmina (9533995100); Vink, Aryan (7005881225); Van Tintelen, J. Peter (6602816687); Dooijes, Dennis (57201346131); te Riele, Anneline S.J.M. (55253659900); Harakaľová, Magdaléna (21742489300); Baas, Annette F. (57209810206); Asselbergs, Folkert W. (57202567488)","56532541800; 57209098549; 56532444800; 26431285300; 7006116744; 6506197748; 9533995100; 7005881225; 6602816687; 57201346131; 55253659900; 21742489300; 57209810206; 57202567488","UNRAVEL: big data analytics research data platform to improve care of patients with cardiomyopathies using routine electronic health records and standardised biobanking","2019","Netherlands Heart Journal","27","9","","426","434","33","10.1007/s12471-019-1288-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071317525&doi=10.1007%2Fs12471-019-1288-4&partnerID=40&md5=a1c010df94c4b728e729e12d27509444","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85071317525"
"Lee, D.; Kwon, O.; Lee, K.-H.; Yun, J.; Kim, C.; Seo, J.; Koo, J.; Kim, G.M.","Lee, Dongkyu (8673376500); Kwon, Ohwon (57026875700); Lee, Kangho (56697620500); Yun, Jongsu (57189457042); Kim, Changwon (57199972728); Seo, Joonho (35761296900); Koo, Jeawan (57210146128); Kim, Gyu Man (55664733000)","8673376500; 57026875700; 56697620500; 57189457042; 57199972728; 35761296900; 57210146128; 55664733000","Automated Platform for Rapid and Reproducible Sample Preparations in Point-of-Care(POC) Molecular Diagnostics","2019","Biochip Journal","13","3","","288","293","5","10.1007/s13206-019-3304-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069677325&doi=10.1007%2Fs13206-019-3304-6&partnerID=40&md5=8d440fc727cfbff3a3f0a72ecabdc9b3","Article","Final","","Scopus","2-s2.0-85069677325"
"Hu, J.-W.; Yeh, L.-Y.; Liao, S.-W.; Yang, C.-S.","Hu, Jenwei (35097508700); Yeh, Loyao (8839883700); Liao, Shih-Wei (7401923047); Yang, Chu-Sing Shing (13405682600)","35097508700; 8839883700; 7401923047; 13405682600","Autonomous and malware-proof blockchain-based firmware update platform with efficient batch verification for Internet of Things devices","2019","Computers and Security","86","","","238","252","40","10.1016/j.cose.2019.06.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068189601&doi=10.1016%2Fj.cose.2019.06.008&partnerID=40&md5=d37d637ae9bcb5ae233f66bfd7889c5b","Article","Final","","Scopus","2-s2.0-85068189601"
"Baumann, C.; Schwarz, O.; Dam, M.","Baumann, Christoph (57189383811); Schwarz, Oliver (55363692100); Dam, Mads F. (55757177800)","57189383811; 55363692100; 55757177800","On the verification of system-level information flow properties for virtualized execution platforms","2019","Journal of Cryptographic Engineering","9","3","","243","261","5","10.1007/s13389-019-00216-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067694646&doi=10.1007%2Fs13389-019-00216-4&partnerID=40&md5=92ba5f320463ee8883ac747dbedbbd71","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85067694646"
"Han, A.; Zhang, Y.N.; Boehringer, A.S.; André, M.P.; Erdman, J.W.; Loomba, R.; Sirlin, C.B.; O'Brien, W.D.","Han, Aiguo (37060746900); Zhang, Yingzhenn N. (57204279386); Boehringer, Andrew S. (57202355394); André, Michael P. (7202964063); Erdman, John W. (35876543600); Loomba, Rohit (12751805200); Sirlin, Claude B. (7003768876); O'Brien, William D. (35598339900)","37060746900; 57204279386; 57202355394; 7202964063; 35876543600; 12751805200; 7003768876; 35598339900","Inter-platform reproducibility of ultrasonic attenuation and backscatter coefficients in assessing NAFLD","2019","European Radiology","29","9","","4699","4708","34","10.1007/s00330-019-06035-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061716618&doi=10.1007%2Fs00330-019-06035-9&partnerID=40&md5=e6ce2bf7329d1df882d3065f7925b2a8","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85061716618"
"Dryga, A.; Tsiulin, S.; Valiavko, M.; Yang, Y.; Reinau, K.H.","Dryga, Andrii (57211683854); Tsiulin, Sergey (57190248078); Valiavko, Mariia (57211679228); Yang, Qing (57193669925); Reinau, Kristian Hegner (55881012800)","57211683854; 57190248078; 57211679228; 57193669925; 55881012800","Blockchain-based wildlife data-management framework for the WWF bison rewilding project","2019","ACM International Conference Proceeding Series","","","","62","66","5","10.1145/3358528.3358530","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074837114&doi=10.1145%2F3358528.3358530&partnerID=40&md5=86c30616994c672d45888b556eac77f3","Conference paper","Final","","Scopus","2-s2.0-85074837114"
"Weißgerber, T.; Granitzer, M.","Weißgerber, Thomas (56406348200); Granitzer, Michael (8714519100)","56406348200; 8714519100","Mapping platforms into a new open science model for machine learning","2019","IT - Information Technology","61","4","","197","208","11","10.1515/itit-2018-0022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075184361&doi=10.1515%2Fitit-2018-0022&partnerID=40&md5=8f6395a1f6e2298c99201cf9e89f23bd","Article","Final","","Scopus","2-s2.0-85075184361"
"Christodoulou, K.; Iosif, E.; Louca, S.; Themistocleous, M.","Christodoulou, Klitos (55292732700); Iosif, Elias (15764976700); Louca, Soulla P. (6506053502); Themistocleous, Marinos G. (35547568200)","55292732700; 15764976700; 6506053502; 35547568200","Identity Discovery in Bitcoin Blockchain: Leveraging Transactions Metadata via Supervised Learning","2019","ACM International Conference Proceeding Series","","","","","","3","10.1145/3387168.3387212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117541202&doi=10.1145%2F3387168.3387212&partnerID=40&md5=b05b5d98db3bbe8e8986b1ca749f91b8","Conference paper","Final","","Scopus","2-s2.0-85117541202"
"Nielsen, T.D.; Rouillard, T.; Makarov, N.","Nielsen, Terry D. (57196899735); Rouillard, Travis (57214757454); Makarov, Nickolay (57214755090)","57196899735; 57214757454; 57214755090","A Semantic Search Capability for a Grid Model Repository","2019","IEEE Power and Energy Society General Meeting","2019-August","","8973955","","","3","10.1109/PESGM40551.2019.8973955","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079069535&doi=10.1109%2FPESGM40551.2019.8973955&partnerID=40&md5=2d61241f223ddb004dc3dbf367dde02a","Conference paper","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85079069535"
"Enkhtaivan, B.; Takenouchi, T.; Sako, K.","Enkhtaivan, Batnyam (57220085599); Takenouchi, Takao (14007879700); Sako, Kazue (57212047376)","57220085599; 14007879700; 57212047376","A Fair Anonymous Auction Scheme Utilizing Trusted Hardware and Blockchain","2019","2019 17th International Conference on Privacy, Security and Trust, PST 2019 - Proceedings","","","8949020","","","8","10.1109/PST47121.2019.8949020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078812490&doi=10.1109%2FPST47121.2019.8949020&partnerID=40&md5=ce542ec960d84b5497d3ad7ac5ebbd02","Conference paper","Final","","Scopus","2-s2.0-85078812490"
"Bruens, B.; Moehrle, M.G.","Bruens, Bennet (57204635965); Moehrle, Martin G. (9736895900)","57204635965; 9736895900","The alignment between a patent's description and claims: Insights from semantic measurement in the case of blockchain technology","2019","PICMET 2019 - Portland International Conference on Management of Engineering and Technology: Technology Management in the World of Intelligent Systems, Proceedings","","","8893898","","","4","10.23919/PICMET.2019.8893898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075629881&doi=10.23919%2FPICMET.2019.8893898&partnerID=40&md5=5b1452d7e5359561c3a7a83403cfee65","Conference paper","Final","","Scopus","2-s2.0-85075629881"
"Cui, H.; Chen, Z.; Yu, Y.; Chen, H.; Hao, J.","Cui, Hongyan (55759408700); Chen, Zunming (57201732781); Yu, Xi (57413019000); Chen, Hao (57192537466); Hao, Jiawang (57211347255)","55759408700; 57201732781; 57413019000; 57192537466; 57211347255","IoT data management and lineage traceability: A blockchain-based solution","2019","2019 IEEE/CIC International Conference on Communications Workshops in China, ICCC Workshops 2019","","","8849969","239","244","17","10.1109/ICCChinaW.2019.8849969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073594592&doi=10.1109%2FICCChinaW.2019.8849969&partnerID=40&md5=fefbb36c618f3bede80894c53e7fe568","Conference paper","Final","","Scopus","2-s2.0-85073594592"
"Li, H.; Cheng, P.; Chen, Z.; Xiao, N.","Li, Hongbo (57196054684); Cheng, Peng (57188862908); Chen, Zhiguang (55705765300); Xiao, Nong (7006517717)","57196054684; 57188862908; 55705765300; 7006517717","Pream: Enhancing HPC storage system performance with pre-allocated metadata management mechanism","2019","Proceedings - 21st IEEE International Conference on High Performance Computing and Communications, 17th IEEE International Conference on Smart City and 5th IEEE International Conference on Data Science and Systems, HPCC/SmartCity/DSS 2019","","","8855550","413","420","2","10.1109/HPCC/SmartCity/DSS.2019.00069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073562683&doi=10.1109%2FHPCC%2FSmartCity%2FDSS.2019.00069&partnerID=40&md5=1e3f28fc48b08471e236a8a3ddb3de47","Conference paper","Final","","Scopus","2-s2.0-85073562683"
"Moyo, S.; Fonou-Dombeu, J.V.","Moyo, Sihle (57211332174); Fonou-Dombeu, Jean Vincent (26421146900)","57211332174; 26421146900","Architecture of a semantic repository of green economy data in South Africa","2019","icABCD 2019 - 2nd International Conference on Advances in Big Data, Computing and Data Communication Systems","","","8851033","","","1","10.1109/ICABCD.2019.8851033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073518074&doi=10.1109%2FICABCD.2019.8851033&partnerID=40&md5=00e59a023ce572e472f51c7c8c744a17","Conference paper","Final","","Scopus","2-s2.0-85073518074"
"Jang, J.K.; Lee, S.S.; Kim, B.; Cho, E.-S.; Kim, Y.J.; Byun, J.H.; Park, B.J.; Kim, S.Y.; Kim, J.H.","Jang, Jong-keon (49661843500); Lee, Seungsoo (48061088800); Kim, Bohyun (57791012600); Cho, Eun-suk (55426261400); Kim, Yeong-jae (56493532000); Byun, Jae-ho (7102897500); Park, Beom-jin (14048937100); Kim, So-yeon (57211728110); Kim, Jin-hee (57207438289)","49661843500; 48061088800; 57791012600; 55426261400; 56493532000; 7102897500; 14048937100; 57211728110; 57207438289","Agreement and Reproducibility of Proton Density Fat Fraction Measurements Using Commercial MR Sequences Across Different Platforms: A Multivendor, Multi-Institutional Phantom Experiment","2019","Investigative Radiology","54","8","","517","523","20","10.1097/RLI.0000000000000561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069174891&doi=10.1097%2FRLI.0000000000000561&partnerID=40&md5=f6a47e5e18b0a73d67c8d14e5b97a2a6","Article","Final","","Scopus","2-s2.0-85069174891"
"Cleveland, S.B.; McLean, J.H.; Rotzoll, K.; Izuka, S.K.; Jacobs, G.A.","Cleveland, Sean B. (57203368248); McLean, Jared H. (57210578331); Rotzoll, Kolja (16069600900); Izuka, Scot K. (6602428963); Jacobs, Gwen A. (7203024044)","57203368248; 57210578331; 16069600900; 6602428963; 7203024044","Enabling real-time user interaction for decision support: Experiences extending a local agave platform metadata service","2019","ACM International Conference Proceeding Series","","","3332252","","","0","10.1145/3332186.3332252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070986809&doi=10.1145%2F3332186.3332252&partnerID=40&md5=98d95cf13c9dde10bda4cbc8b27d80d5","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85070986809"
"Russell-Rose, T.; Chamberlain, J.","Russell-Rose, Tony (36716871000); Chamberlain, Jon (15732375100)","36716871000; 15732375100","An open-access platform for transparent and reproducible structured searching","2019","SIGIR 2019 - Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval","","","","1293","1296","2","10.1145/3331184.3331394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073773331&doi=10.1145%2F3331184.3331394&partnerID=40&md5=5c23ea6b0d7ff84d4d4f3c2341352986","Conference paper","Final","","Scopus","2-s2.0-85073773331"
"McDougal, R.A.; Dalal, I.; Morse, T.M.; Shepherd, G.M.","McDougal, Robert A. (55882458800); Dalal, Isha (57204529298); Morse, Thomas M. (7005748827); Shepherd, Gordon M. (35270223000)","55882458800; 57204529298; 7005748827; 35270223000","Automated Metadata Suggestion During Repository Submission","2019","Neuroinformatics","17","3","","361","371","5","10.1007/s12021-018-9403-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056001881&doi=10.1007%2Fs12021-018-9403-z&partnerID=40&md5=9707f81b21381d8eda6c029da8b80845","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85056001881"
"Hasan, S.S.; Sultan, N.H.; Barbhuiya, F.A.","Hasan, Syed Saud (57210206324); Sultan, Nazatul Haque (56567763800); Barbhuiya, Ferdous Ahmed (36170279600)","57210206324; 56567763800; 36170279600","Cloud data provenance using IPFS and blockchain technology","2019","SCC 2019 - Proceedings of the 7th International Workshop on Security in Cloud Computing, co-located with AsiaCCS 2019","","","","5","12","32","10.1145/3327962.3331457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069938525&doi=10.1145%2F3327962.3331457&partnerID=40&md5=9f58064919c9b9c1923ca81a36c4b513","Conference paper","Final","","Scopus","2-s2.0-85069938525"
"Li, H.; Zhu, L.; Gai, K.; Xu, L.; Fang, Z.; Jiang, P.","Li, Haochen (57210211392); Zhu, Liehuang (7404201289); Gai, Keke (36655735200); Xu, Lei (57193434036); Fang, Zhengkang (57210208357); Jiang, Peng (55793242700)","57210211392; 7404201289; 36655735200; 57193434036; 57210208357; 55793242700","Blockchain-enabled Data Provenance in Cloud Datacenter Reengineering","2019","BSCI 2019 - Proceedings of the 2019 ACM International Symposium on Blockchain and Secure Critical Infrastructure, co-located with AsiaCCS 2019","","","","47","56","17","10.1145/3327960.3332396","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069929203&doi=10.1145%2F3327960.3332396&partnerID=40&md5=856bb261a111402e534b771ed039b3b9","Conference paper","Final","","Scopus","2-s2.0-85069929203"
"Kusuma Dewi, K.P.; Kusumasari, T.; Andreswari, R.","Kusuma Dewi, Khania Putri (57219120394); Kusumasari, Tien Fabrianti (53264047000); Andreswari, Rachmadita (57205063400)","57219120394; 53264047000; 57205063400","Analysis and design of architecture master data management (MDM) tools for open source platform at PT XYZ","2019","Proceedings - 2019 5th International Conference on Science and Technology, ICST 2019","","","9166255","","","4","10.1109/ICST47872.2019.9166255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091338884&doi=10.1109%2FICST47872.2019.9166255&partnerID=40&md5=e69b5898d1752c5a478c1171e242e70f","Conference paper","Final","","Scopus","2-s2.0-85091338884"
"Hanif, A.; Kusumasari, T.; Andreswari, R.","Hanif, Amri (57217028085); Kusumasari, Tien Fabrianti (53264047000); Andreswari, Rachmadita (57205063400)","57217028085; 53264047000; 57205063400","Analysis and Design of Data Synchronization Algorithm for Master Data Management Tools Based on Open Source Platform at PT. XYZ","2019","Proceedings of the International Conference on Electrical Engineering and Informatics","2019-July","","8988842","244","249","2","10.1109/ICEEI47359.2019.8988842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085857708&doi=10.1109%2FICEEI47359.2019.8988842&partnerID=40&md5=3d7dc9e6eabb3c1f966f93dbbdf9d3fb","Conference paper","Final","","Scopus","2-s2.0-85085857708"
"Tanifuji, M.; Matsuda, A.; Yoshikawa, H.","Tanifuji, Mikiko (57211272505); Matsuda, Asahiko (26635511400); Yoshikawa, Hideki (56429910200)","57211272505; 26635511400; 56429910200","Materials Data Platform - A FAIR System for Data-Driven Materials Science","2019","Proceedings - 2019 8th International Congress on Advanced Applied Informatics, IIAI-AAI 2019","","","8992690","1021","1022","22","10.1109/IIAI-AAI.2019.00206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080871243&doi=10.1109%2FIIAI-AAI.2019.00206&partnerID=40&md5=370917e7d16f32bd29eb6a33406db7b0","Conference paper","Final","","Scopus","2-s2.0-85080871243"
"Oh, S.-Y.; Cho, S.-H.; Han, S.-H.; Gim, G.-Y.","Oh, Saeyong (57213686032); Cho, Sanghyun (57213689131); Han, Sunghwa (57221062650); Gim, Gwangyong (6603233265)","57213686032; 57213689131; 57221062650; 6603233265","A Study on the Pre-verification of Data and the Implementation of Platform in Electronic Trade Using Blockchain","2019","Proceedings - 20th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing, SNPD 2019","","","8935826","320","330","4","10.1109/SNPD.2019.8935826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077966293&doi=10.1109%2FSNPD.2019.8935826&partnerID=40&md5=1fe9145cac67060275c44872d1112d70","Conference paper","Final","","Scopus","2-s2.0-85077966293"
"Ni, W.; Huang, X.; Zhang, J.; Yu, R.","Ni, Weiquan (57211553252); Huang, Xumin (56780705800); Zhang, Junxing (57211560337); Yu, Rong (57043605700)","57211553252; 56780705800; 57211560337; 57043605700","HealChain: A decentralized data management system for mobile healthcare using consortium blockchain","2019","Chinese Control Conference, CCC","2019-July","","8865388","6333","6338","29","10.23919/ChiCC.2019.8865388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074416567&doi=10.23919%2FChiCC.2019.8865388&partnerID=40&md5=af3e51f24748c5f1809f014d9de3140b","Conference paper","Final","","Scopus","2-s2.0-85074416567"
"Wu, H.; Cao, J.; Yang, Y.; Tung, C.L.; Jiang, S.; Tang, B.; Liu, Y.; Wang, X.; Deng, Y.","Wu, Hanqing (57194395747); Cao, Jiannong (7403354073); Yang, Yanni (57203388117); Tung, Cheungleong (57211254321); Jiang, Shan (57189240747); Tang, Bin (57211251487); Liu, Yang (59449308500); Wang, Xiaoqing (57205730649); Deng, Yuming (57188765558)","57194395747; 7403354073; 57203388117; 57211254321; 57189240747; 57211251487; 59449308500; 57205730649; 57188765558","Data management in supply chain using blockchain: challenges and a case study","2019","Proceedings - International Conference on Computer Communications and Networks, ICCCN","2019-July","","8846964","","","137","10.1109/ICCCN.2019.8846964","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073167281&doi=10.1109%2FICCCN.2019.8846964&partnerID=40&md5=d69d27b7609d75727860f38bf1439e65","Conference paper","Final","","Scopus","2-s2.0-85073167281"
"Chakraborty, S.; Viswanathan, B.; Jayachandran, P.","Chakraborty, Shreya (57211136966); Viswanathan, Balaji (35520509400); Jayachandran, Praveen (22834876900)","57211136966; 35520509400; 22834876900","Value attribution through provenance tracking in blockchain networks","2019","Proceedings - 2019 IEEE International Conference on Web Services, ICWS 2019 - Part of the 2019 IEEE World Congress on Services","","","8818415","413","417","3","10.1109/ICWS.2019.00074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072768554&doi=10.1109%2FICWS.2019.00074&partnerID=40&md5=f7db3885dae2cd0df13c7b9dc486c587","Conference paper","Final","","Scopus","2-s2.0-85072768554"
"Liu, Z.; Liu, J.","Liu, Zhentian (57207198685); Liu, Jing (55865526300)","57207198685; 55865526300","Formal verification of blockchain smart contract based on colored petri net models","2019","Proceedings - International Computer Software and Applications Conference","2","","8753908","555","560","57","10.1109/COMPSAC.2019.10265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072684765&doi=10.1109%2FCOMPSAC.2019.10265&partnerID=40&md5=05a4e3d1dc7bd2bf2b1a30ca95e657ca","Conference paper","Final","","Scopus","2-s2.0-85072684765"
"Gouru, N.; Vadlamani, N.","Gouru, Navya (57203655868); Vadlamani, Nagalakshmi (57203660669)","57203655868; 57203660669","DistProv-Data Provenance in Distributed Cloud for Secure Transfer of Digital Assets with Ethereum Blockchain using ZKP","2019","International Journal of Open Source Software and Processes","10","3","","1","18","3","10.4018/IJOSSP.2019070101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072635165&doi=10.4018%2FIJOSSP.2019070101&partnerID=40&md5=67ba1a048eeca2a9be441fd40f0465df","Article","Final","","Scopus","2-s2.0-85072635165"
"Shin, S.; Kim, J.Y.; Lee, M.-H.; Shin, Y.H.; Kim, M.K.","Shin, Sungho (42662391200); Kim, Jinyoung (57210919109); Lee, Min-ho (56872008300); Shin, Youngho (58438681800); Kim, Minki (57210919759)","42662391200; 57210919109; 56872008300; 58438681800; 57210919759","Implementation of Research Data Platform: In the Perspective of Data Transfer","2019","International Conference on Ubiquitous and Future Networks, ICUFN","2019-July","","8806092","735","737","1","10.1109/ICUFN.2019.8806092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071850142&doi=10.1109%2FICUFN.2019.8806092&partnerID=40&md5=7903825fba4c1d540a01e04d7b708e47","Conference paper","Final","","Scopus","2-s2.0-85071850142"
"Pang, Q.; Zhang, L.; He, Y.; Gong, Z.; Feng, Z.; Chen, Y.; Wei, Y.; Du, Y.","Pang, Qiqi (57210821868); Zhang, Lixia (55709055600); He, Yichao (57200634856); Gong, Zheng (57202020247); Feng, Zhanzong (51161349600); Chen, Yalong (56730450800); Wei, Yintao (55844930700); Du, Yongchang (7402894035)","57210821868; 55709055600; 57200634856; 57202020247; 51161349600; 56730450800; 55844930700; 7402894035","Verification platform for magnetorheological semi-active suspension control algorithm; 磁流变半主动悬架控制算法验证平台","2019","Qinghua Daxue Xuebao/Journal of Tsinghua University","59","7","","567","574","1","10.16511/j.cnki.qhdxxb.2019.21.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071598472&doi=10.16511%2Fj.cnki.qhdxxb.2019.21.016&partnerID=40&md5=33bedb91417d89feb426ad5e23a38a76","Article","Final","","Scopus","2-s2.0-85071598472"
"Liu, W.; Yang, Z.; Duan, J.; Zhao, W.; Qiu, H.","Liu, Wei (57209524458); Yang, Zhou (55522618700); Duan, Jieli (37123703800); Zhao, Wenfeng (55522612900); Qiu, Han (57161986100)","57209524458; 55522618700; 37123703800; 55522612900; 57161986100","Numerical simulation and experimental verification of cooling process in cool storage refrigerator; 蓄冷式冷藏箱降温过程的数值模拟及试验验证","2019","Journal of South China Agricultural University","40","4","","119","125","6","10.7671/j.issn.1001-411X.201810001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071265721&doi=10.7671%2Fj.issn.1001-411X.201810001&partnerID=40&md5=eb1b0fc134fbae321c9ee74c8c59f3b6","Article","Final","","Scopus","2-s2.0-85071265721"
"Zhang, Y.; Zhang, L.; Liu, X.; Zhao, S.; Shen, Y.; Yang, Y.","Zhang, Yingyi (57210590146); Zhang, Lin (54796088600); Liu, Xiao (59117676700); Zhao, Shengjie (56328424800); Shen, Ying (56146148600); Yang, Yukai (57210584777)","57210590146; 54796088600; 59117676700; 56328424800; 56146148600; 57210584777","Pay by showing your palm: A study of palmprint verification on mobile platforms","2019","Proceedings - IEEE International Conference on Multimedia and Expo","2019-July","","8785020","862","867","22","10.1109/ICME.2019.00153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070995007&doi=10.1109%2FICME.2019.00153&partnerID=40&md5=5fd9d731b360d60f2c0e26b03e63764a","Conference paper","Final","","Scopus","2-s2.0-85070995007"
"Zhang, J.; Cui, W.; Ma, J.; Yang, C.","Zhang, Junwei (35504353700); Cui, Wenxuan (57204180330); Ma, Jianfeng (25621725700); Yang, Chao (56654483500)","35504353700; 57204180330; 25621725700; 56654483500","Blockchain-based secure and fair crowdsourcing scheme","2019","International Journal of Distributed Sensor Networks","15","7","","","","21","10.1177/1550147719864890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070319102&doi=10.1177%2F1550147719864890&partnerID=40&md5=6e8484c46dcf591db0218ac58eb02d07","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85070319102"
"Ibrik, I.","Ibrik, Imad H. (6507838299)","6507838299","Design and verification the results of electrification small communities in Palestine by using decentralized off-grid PV systems","2019","International Journal of Innovative Technology and Exploring Engineering","8","9","","983","987","3","10.35940/ijitee.g5824.078919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069714752&doi=10.35940%2Fijitee.g5824.078919&partnerID=40&md5=a21dfc5549a964c3c088e9f4d3183e16","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85069714752"
