PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34744655","PEERS - An Open Science ""Platform for the Exchange of Experimental Research Standards"" in Biomedicine","Sil A, Bespalov A, Dalla C, Ferland-Beckham C, Herremans A, Karantzalos K, Kas MJ, Kokras N, Parnham MJ, Pavlidi P, Pristouris K, Steckler T, Riedel G, Emmerich CH.","Front Behav Neurosci. 2021 Oct 21;15:755812. doi: 10.3389/fnbeh.2021.755812. eCollection 2021.","Sil A","Front Behav Neurosci","2021","2021/11/08","PMC8567102","","10.3389/fnbeh.2021.755812"
"32340974","Data Validation and Verification Using Blockchain in a Clinical Trial for Breast Cancer: Regulatory Sandbox","Hirano T, Motohashi T, Okumura K, Takajo K, Kuroki T, Ichikawa D, Matsuoka Y, Ochi E, Ueno T.","J Med Internet Res. 2020 Jun 2;22(6):e18938. doi: 10.2196/18938.","Hirano T","J Med Internet Res","2020","2020/04/29","PMC7298640","","10.2196/18938"
"29849057","Stability and reproducibility of proteomic profiles measured with an aptamer-based platform","Kim CH, Tworoger SS, Stampfer MJ, Dillon ST, Gu X, Sawyer SJ, Chan AT, Libermann TA, Eliassen AH.","Sci Rep. 2018 May 30;8(1):8382. doi: 10.1038/s41598-018-26640-w.","Kim CH","Sci Rep","2018","2018/06/01","PMC5976624","","10.1038/s41598-018-26640-w"
"37361737","Investigating the potential of the semantic web for education: Exploring Wikidata as a learning platform","Evenstein Sigalov S, Nachmias R.","Educ Inf Technol (Dordr). 2023 Mar 13:1-50. doi: 10.1007/s10639-023-11664-1. Online ahead of print.","Evenstein Sigalov S","Educ Inf Technol (Dordr)","2023","2023/06/26","PMC10009355","","10.1007/s10639-023-11664-1"
"29790989","The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2018 update","Afgan E, Baker D, Batut B, van den Beek M, Bouvier D, Cech M, Chilton J, Clements D, Coraor N, Grüning BA, Guerler A, Hillman-Jackson J, Hiltemann S, Jalili V, Rasche H, Soranzo N, Goecks J, Taylor J, Nekrutenko A, Blankenberg D.","Nucleic Acids Res. 2018 Jul 2;46(W1):W537-W544. doi: 10.1093/nar/gky379.","Afgan E","Nucleic Acids Res","2018","2018/05/24","PMC6030816","","10.1093/nar/gky379"
"32412312","Establishing Diagnostic Reference Levels for CT Through a Provincial Medical Informatics Metadata Repository in Ontario","MacGregor K, Concepcion L, Dowdell T, Gray B.","Can Assoc Radiol J. 2021 Nov;72(4):694-700. doi: 10.1177/0846537120923020. Epub 2020 May 15.","MacGregor K","Can Assoc Radiol J","2021","2020/05/16","","","10.1177/0846537120923020"
"34192116","Secure and Provenance Enhanced Internet of Health Things Framework: A Blockchain Managed Federated Learning Approach","Rahman MA, Hossain MS, Islam MS, Alrajeh NA, Muhammad G.","IEEE Access. 2020 Nov 11;8:205071-205087. doi: 10.1109/ACCESS.2020.3037474. eCollection 2020.","Rahman MA","IEEE Access","2020","2021/06/30","PMC8043507","","10.1109/ACCESS.2020.3037474"
"35224477","Semantic Integration of Multi-Modal Data and Derived Neuroimaging Results Using the Platform for Imaging in Precision Medicine (PRISM) in the Arkansas Imaging Enterprise System (ARIES)","Bona J, Kemp AS, Cox C, Nolan TS, Pillai L, Das A, Galvin JE, Larson-Prior L, Virmani T, Prior F.","Front Artif Intell. 2022 Feb 10;4:649970. doi: 10.3389/frai.2021.649970. eCollection 2021.","Bona J","Front Artif Intell","2022","2022/02/28","PMC8866818","","10.3389/frai.2021.649970"
"34419085","WHO/ISUP grading of clear cell renal cell carcinoma and papillary renal cell carcinoma; validation of grading on the digital pathology platform and perspectives on reproducibility of grade","Browning L, Colling R, Verrill C.","Diagn Pathol. 2021 Aug 21;16(1):75. doi: 10.1186/s13000-021-01130-2.","Browning L","Diagn Pathol","2021","2021/08/22","PMC8380382","","10.1186/s13000-021-01130-2"
"39316901","Dual-functional probe-based multi-signal immunosensor platform for tropane alkaloids: Verification and evaluation","Wang Z, Han K, Feng Z, Sun B, Zhang S, Wang S, Jiang H.","Food Chem. 2025 Jan 15;463(Pt 3):141298. doi: 10.1016/j.foodchem.2024.141298. Epub 2024 Sep 17.","Wang Z","Food Chem","2025","2024/09/24","","","10.1016/j.foodchem.2024.141298"
"31593804","In vitro testing of flash-frozen sublingual membranes for storage and reproducible permeability studies of macromolecular drugs from solution or nanofiber mats","Berka P, Stránská D, Semecký V, Berka K, Doležal P.","Int J Pharm. 2019 Dec 15;572:118711. doi: 10.1016/j.ijpharm.2019.118711. Epub 2019 Oct 5.","Berka P","Int J Pharm","2019","2019/10/09","","","10.1016/j.ijpharm.2019.118711"
"40282806","Food Safety Distribution Systems Using Private Blockchain: Ensuring Traceability and Data Integrity Verification","Oh SE, Kim JH, Kim JY, Ahn JH.","Foods. 2025 Apr 18;14(8):1405. doi: 10.3390/foods14081405.","Oh SE","Foods","2025","2025/04/26","PMC12027158","","10.3390/foods14081405"
"36677000","Some Lessons Learned on the Impact of the Storage Conditions, Syringe Wash Solvent, and the Way of GC-MS Injection on the Reproducibility of Metabolomic Studies","Kurbatov I, Kiseleva O, Arzumanian V, Dolgalev G, Poverennaya E.","Metabolites. 2023 Jan 3;13(1):75. doi: 10.3390/metabo13010075.","Kurbatov I","Metabolites","2023","2023/01/21","PMC9866955","","10.3390/metabo13010075"
"32217334","Improving the reproducibility, accuracy, and stability of an electrochemical biosensor platform for point-of-care use","Chen LC, Wang E, Tai CS, Chiu YC, Li CW, Lin YR, Lee TH, Huang CW, Chen JC, Chen WL.","Biosens Bioelectron. 2020 May 1;155:112111. doi: 10.1016/j.bios.2020.112111. Epub 2020 Feb 20.","Chen LC","Biosens Bioelectron","2020","2020/03/29","","","10.1016/j.bios.2020.112111"
"34795092","Intelligent Integrative Platform for Sharing Heterogenuous Stem Cell Research Data","Borziak K, Parvanova I, Finkelstein J.","Stud Health Technol Inform. 2021 Nov 18;287:109-113. doi: 10.3233/SHTI210826.","Borziak K","Stud Health Technol Inform","2021","2021/11/19","","","10.3233/SHTI210826"
"30980333","The Galaxy Platform for Reproducible Affinity Proteomic Mass Spectrometry Data Analysis","Stewart PA, Kuenzi BM, Mehta S, Kumar P, Johnson JE, Jagtap P, Griffin TJ, Haura EB.","Methods Mol Biol. 2019;1977:249-261. doi: 10.1007/978-1-4939-9232-4_16.","Stewart PA","Methods Mol Biol","2019","2019/04/14","PMC7787333","NIHMS1654508","10.1007/978-1-4939-9232-4_16"
"37815256","A repository of grade 1 and 2 meningioma MRIs in a public dataset for radiomics reproducibility tests","Vassantachart A, Cao Y, Shen Z, Cheng K, Gribble M, Ye JC, Zada G, Hurth K, Mathew A, Guzman S, Yang W.","Med Phys. 2024 Mar;51(3):2334-2344. doi: 10.1002/mp.16763. Epub 2023 Oct 10.","Vassantachart A","Med Phys","2024","2023/10/10","PMC10939960","NIHMS1937373","10.1002/mp.16763"
"37856190","ART2Dose: A comprehensive dose verification platform for online adaptive radiotherapy","Lin J, Chen M, Lai Y, Trivedi Z, Wu J, Foo T, Gonzalez Y, Reynolds R, Park C, Yan Y, Godley A, Jiang S, Jia X, Lin MH, Pompos A, Lu W.","Med Phys. 2024 Jan;51(1):18-30. doi: 10.1002/mp.16806. Epub 2023 Oct 19.","Lin J","Med Phys","2024","2023/10/19","","","10.1002/mp.16806"
"34528664","ISA API: An open platform for interoperable life science experimental metadata","Johnson D, Batista D, Cochrane K, Davey RP, Etuk A, Gonzalez-Beltran A, Haug K, Izzo M, Larralde M, Lawson TN, Minotto A, Moreno P, Nainala VC, O'Donovan C, Pireddu L, Roger P, Shaw F, Steinbeck C, Weber RJM, Sansone SA, Rocca-Serra P.","Gigascience. 2021 Sep 16;10(9):giab060. doi: 10.1093/gigascience/giab060.","Johnson D","Gigascience","2021","2021/09/16","PMC8444265","","10.1093/gigascience/giab060"
"37810747","A health integrated platform for pharmacy clinical intervention data management and intelligent visual analytics and reporting","Frestel J, Teoh SWK, Broderick C, Dao A, Sajogo M.","Explor Res Clin Soc Pharm. 2023 Sep 22;12:100332. doi: 10.1016/j.rcsop.2023.100332. eCollection 2023 Dec.","Frestel J","Explor Res Clin Soc Pharm","2023","2023/10/09","PMC10556808","","10.1016/j.rcsop.2023.100332"
"30181553","Ki67 reproducibility using digital image analysis: an inter-platform and inter-operator study","Acs B, Pelekanou V, Bai Y, Martinez-Morilla S, Toki M, Leung SCY, Nielsen TO, Rimm DL.","Lab Invest. 2019 Jan;99(1):107-117. doi: 10.1038/s41374-018-0123-7. Epub 2018 Sep 4.","Acs B","Lab Invest","2019","2018/09/06","","","10.1038/s41374-018-0123-7"
"29028892","Nephele: a cloud platform for simplified, standardized and reproducible microbiome data analysis","Weber N, Liou D, Dommer J, MacMenamin P, Quiñones M, Misner I, Oler AJ, Wan J, Kim L, Coakley McCarthy M, Ezeji S, Noble K, Hurt DE.","Bioinformatics. 2018 Apr 15;34(8):1411-1413. doi: 10.1093/bioinformatics/btx617.","Weber N","Bioinformatics","2018","2017/10/14","PMC5905584","","10.1093/bioinformatics/btx617"
"37529934","ReProMSig: an integrative platform for development and application of reproducible multivariable models for cancer prognosis supporting guideline-based transparent reporting","Zhao T, Cao L, Ji J, Chang DK, Wu J.","Brief Bioinform. 2023 Sep 20;24(5):bbad267. doi: 10.1093/bib/bbad267.","Zhao T","Brief Bioinform","2023","2023/08/02","","","10.1093/bib/bbad267"
"33659392","BRIDGE: An Open Platform for Reproducible Protein-Ligand Simulations and Free Energy of Binding Calculations","Senapathi T, Barnett CB, Naidoo KJ.","Bio Protoc. 2020 Sep 5;10(17):e3731. doi: 10.21769/BioProtoc.3731. eCollection 2020 Sep 5.","Senapathi T","Bio Protoc","2020","2021/03/04","PMC7842724","","10.21769/BioProtoc.3731"
"38570648","A scalable blockchain based framework for efficient IoT data management using lightweight consensus","Haque EU, Shah A, Iqbal J, Ullah SS, Alroobaea R, Hussain S.","Sci Rep. 2024 Apr 3;14(1):7841. doi: 10.1038/s41598-024-58578-7.","Haque EU","Sci Rep","2024","2024/04/03","PMC10991409","","10.1038/s41598-024-58578-7"
"36201903","A plan verification platform for online adaptive proton therapy using deep learning-based Monte-Carlo denoising","Zhang G, Chen X, Dai J, Men K.","Phys Med. 2022 Nov;103:18-25. doi: 10.1016/j.ejmp.2022.09.018. Epub 2022 Oct 3.","Zhang G","Phys Med","2022","2022/10/06","","","10.1016/j.ejmp.2022.09.018"
"36850701","Peer-to-Peer User Identity Verification Time Optimization in IoT Blockchain Network","Kairaldeen AR, Abdullah NF, Abu-Samah A, Nordin R.","Sensors (Basel). 2023 Feb 13;23(4):2106. doi: 10.3390/s23042106.","Kairaldeen AR","Sensors (Basel)","2023","2023/02/28","PMC9961683","","10.3390/s23042106"
"34042771","Introducing a Platform for Integrating and Sharing Stem Cell Research Data","Borziak K, Parvanova I, Finkelstein J.","Stud Health Technol Inform. 2021 May 27;281:387-391. doi: 10.3233/SHTI210186.","Borziak K","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210186"
"31099337","Secure and Scalable mHealth Data Management Using Blockchain Combined With Client Hashchain: System Design and Validation","Motohashi T, Hirano T, Okumura K, Kashiyama M, Ichikawa D, Ueno T.","J Med Internet Res. 2019 May 16;21(5):e13385. doi: 10.2196/13385.","Motohashi T","J Med Internet Res","2019","2019/05/18","PMC6542324","","10.2196/13385"
"38004816","Development and Evaluation/Verification of a Fully Automated Test Platform for the Rapid Detection of Cyclospora cayetanensis in Produce Matrices","Zhu H, Kim BJ, Spizz G, Rothrock D, Yasmin R, Arida J, Grocholl J, Montagna R, Schwartz B, Trujillo S, Almeria S.","Microorganisms. 2023 Nov 19;11(11):2805. doi: 10.3390/microorganisms11112805.","Zhu H","Microorganisms","2023","2023/11/25","PMC10673183","","10.3390/microorganisms11112805"
"37667526","Contrast-agent-based perfusion MRI code repository and testing framework: ISMRM Open Science Initiative for Perfusion Imaging (OSIPI)","van Houdt PJ, Ragunathan S, Berks M, Ahmed Z, Kershaw LE, Gurney-Champion OJ, Tadimalla S, Arvidsson J, Sun Y, Kallehauge J, Dickie B, Lévy S, Bell L, Sourbron S, Thrippleton MJ;  on behalf of the ISMRM Perfusion Study Group.","Magn Reson Med. 2024 May;91(5):1774-1786. doi: 10.1002/mrm.29826. Epub 2023 Sep 4.","van Houdt PJ","Magn Reson Med","2024","2023/09/05","","","10.1002/mrm.29826"
"38338229","Identifying the Barriers to Acceptance of Blockchain-Based Patient-Centric Data Management Systems in Healthcare","Mutambik I, Lee J, Almuqrin A, Alharbi ZH.","Healthcare (Basel). 2024 Jan 30;12(3):345. doi: 10.3390/healthcare12030345.","Mutambik I","Healthcare (Basel)","2024","2024/02/10","PMC10855174","","10.3390/healthcare12030345"
"40380523","Using a Semantic Network Application as an Enhanced Metadata Repository","Zohner J, Michel-Backofen A, Marquardt K.","Stud Health Technol Inform. 2025 May 15;327:603-604. doi: 10.3233/SHTI250413.","Zohner J","Stud Health Technol Inform","2025","2025/05/17","","","10.3233/SHTI250413"
"32205788","Building a Research Data Repository for Chronic Condition Self-Management Using Harmonized Data","Moore SM, Musil CM, Alder ML, Pignatiello G, Higgins P, Webel A, Wright KD.","Nurs Res. 2020 Jul/Aug;69(4):254-263. doi: 10.1097/NNR.0000000000000435.","Moore SM","Nurs Res","2020","2020/03/25","","","10.1097/NNR.0000000000000435"
"39568639","A FAIR, open-source virtual reality platform for dendritic spine analysis","Reimer ML, Kauer SD, Benson CA, King JF, Patwa S, Feng S, Estacion MA, Bangalore L, Waxman SG, Tan AM.","Patterns (N Y). 2024 Aug 12;5(9):101041. doi: 10.1016/j.patter.2024.101041. eCollection 2024 Sep 13.","Reimer ML","Patterns (N Y)","2024","2024/11/21","PMC11573899","","10.1016/j.patter.2024.101041"
"36365923","agroString: Visibility and Provenance through a Private Blockchain Platform for Agricultural Dispense towards Consumers","Vangipuram SLT, Mohanty SP, Kougianos E, Ray C.","Sensors (Basel). 2022 Oct 27;22(21):8227. doi: 10.3390/s22218227.","Vangipuram SLT","Sensors (Basel)","2022","2022/11/11","PMC9656739","","10.3390/s22218227"
"36330959","Mouse Phenome Database: towards a more FAIR-compliant and TRUST-worthy data repository and tool suite for phenotypes and genotypes","Bogue MA, Ball RL, Philip VM, Walton DO, Dunn MH, Kolishovski G, Lamoureux A, Gerring M, Liang H, Emerson J, Stearns T, He H, Mukherjee G, Bluis J, Desai S, Sundberg B, Kadakkuzha B, Kunde-Ramamoorthy G, Chesler EJ.","Nucleic Acids Res. 2023 Jan 6;51(D1):D1067-D1074. doi: 10.1093/nar/gkac1007.","Bogue MA","Nucleic Acids Res","2023","2022/11/04","PMC9825561","","10.1093/nar/gkac1007"
"33978761","The Dockstore: enhancing a community platform for sharing reproducible and accessible computational protocols","Yuen D, Cabansay L, Duncan A, Luu G, Hogue G, Overbeck C, Perez N, Shands W, Steinberg D, Reid C, Olunwa N, Hansen R, Sheets E, O'Farrell A, Cullion K, O'Connor BD, Paten B, Stein L.","Nucleic Acids Res. 2021 Jul 2;49(W1):W624-W632. doi: 10.1093/nar/gkab346.","Yuen D","Nucleic Acids Res","2021","2021/05/12","PMC8218198","","10.1093/nar/gkab346"
"35629225","Diffusion of a Lifelog-Based Digital Healthcare Platform for Future Precision Medicine: Data Provision and Verification Study","Lee K, Lee J, Hwang S, Kim Y, Lee Y, Urtnasan E, Koh SB, Youk H.","J Pers Med. 2022 May 16;12(5):803. doi: 10.3390/jpm12050803.","Lee K","J Pers Med","2022","2022/05/28","PMC9147795","","10.3390/jpm12050803"
"37258104","Measurement of serum anti-Müllerian hormone by revised Gen II or automated assay: Reproducibility under various blood/serum storage conditions","Lee JY, Kim CH, Choe SA, Seo S, Kim SH.","Clin Exp Reprod Med. 2023 Jun;50(2):107-116. doi: 10.5653/cerm.2022.05687. Epub 2023 May 24.","Lee JY","Clin Exp Reprod Med","2023","2023/05/31","PMC10258520","","10.5653/cerm.2022.05687"
"36975161","A Streamlined High-Throughput Plasma Proteomics Platform for Clinical Proteomics with Improved Proteome Coverage, Reproducibility, and Robustness","Woo J, Zhang Q.","J Am Soc Mass Spectrom. 2023 Apr 5;34(4):754-762. doi: 10.1021/jasms.3c00022. Epub 2023 Mar 28.","Woo J","J Am Soc Mass Spectrom","2023","2023/03/28","PMC10080683","","10.1021/jasms.3c00022"
"29728780","Root Exploit Detection and Features Optimization: Mobile Device and Blockchain Based Medical Data Management","Firdaus A, Anuar NB, Razak MFA, Hashem IAT, Bachok S, Sangaiah AK.","J Med Syst. 2018 May 4;42(6):112. doi: 10.1007/s10916-018-0966-x.","Firdaus A","J Med Syst","2018","2018/05/06","","","10.1007/s10916-018-0966-x"
"37988206","IronForge: An Open, Secure, Fair, Decentralized Federated Learning","Yu G, Wang X, Sun C, Wang Q, Yu P, Ni W, Liu RP.","IEEE Trans Neural Netw Learn Syst. 2025 Jan;36(1):354-368. doi: 10.1109/TNNLS.2023.3329249. Epub 2025 Jan 7.","Yu G","IEEE Trans Neural Netw Learn Syst","2025","2023/11/21","","","10.1109/TNNLS.2023.3329249"
"30260242","A novel data management platform to improve image-guided precision preclinical biological research","Persoon L, Hoof SV, van der Kruijssen F, Granton P, Sanchez Rivero A, Beunk H, Dubois L, Doosje JW, Verhaegen F.","Br J Radiol. 2019 Mar;92(1095):20180455. doi: 10.1259/bjr.20180455. Epub 2018 Oct 11.","Persoon L","Br J Radiol","2019","2018/09/28","PMC6541185","","10.1259/bjr.20180455"
"37282571","Diabetes Health Supervision and Treatment Strategy Based on Data Management and Analysis on eKTANG Platform","Jiang Y, Wang Y.","Comb Chem High Throughput Screen. 2024;27(3):428-435. doi: 10.2174/1386207326666230605124450.","Jiang Y","Comb Chem High Throughput Screen","2024","2023/06/07","","","10.2174/1386207326666230605124450"
"37218289","De-black-boxing health AI: demonstrating reproducible machine learning computable phenotypes using the N3C-RECOVER Long COVID model in the All of Us data repository","Pfaff ER, Girvin AT, Crosskey M, Gangireddy S, Master H, Wei WQ, Kerchberger VE, Weiner M, Harris PA, Basford M, Lunt C, Chute CG, Moffitt RA, Haendel M; N3C and RECOVER Consortia.","J Am Med Inform Assoc. 2023 Jun 20;30(7):1305-1312. doi: 10.1093/jamia/ocad077.","Pfaff ER","J Am Med Inform Assoc","2023","2023/05/23","PMC10280348","","10.1093/jamia/ocad077"
"35602618","Construction of a Public Service Cloud Platform for Disabled People Based on the Big Data Management Model of the Internet of Things","Liu X, Chang G.","Comput Intell Neurosci. 2022 May 11;2022:3153454. doi: 10.1155/2022/3153454. eCollection 2022.","Liu X","Comput Intell Neurosci","2022","2022/05/23","PMC9117066","","10.1155/2022/3153454"
"35648013","Under lock and key: Incorporation of blockchain technology in the field of ophthalmic artificial intelligence for big data management - A perfect match?","Ramesh PV, Devadas AK, Ray P, Ramesh SV, Joshua T, Priyan V, Ramesh MK, Rajasekaran R.","Indian J Ophthalmol. 2022 Jun;70(6):2188-2190. doi: 10.4103/ijo.IJO_143_22.","Ramesh PV","Indian J Ophthalmol","2022","2022/06/01","PMC9359239","","10.4103/ijo.IJO_143_22"
"37171846","The Swiss Pathogen Surveillance Platform - towards a nation-wide One Health data exchange platform for bacterial, viral and fungal genomics and associated metadata","Neves A, Walther D, Martin-Campos T, Barbie V, Bertelli C, Blanc D, Bouchet G, Erard F, Greub G, Hirsch HH, Huber M, Kaiser L, Leib SL, Leuzinger K, Lazarevic V, Mäusezahl M, Molina J, Neher RA, Perreten V, Ramette A, Roloff T, Schrenzel J, Seth-Smith HMB, Stephan R, Terumalai D, Wegner F, Egli A.","Microb Genom. 2023 May;9(5):mgen001001. doi: 10.1099/mgen.0.001001.","Neves A","Microb Genom","2023","2023/05/12","PMC10272868","","10.1099/mgen.0.001001"
"37960509","OutcropHyBNet: Hybrid Backbone Networks with Data Augmentation for Accurate Stratum Semantic Segmentation of Monocular Outcrop Images in Carbon Capture and Storage Applications","Madokoro H, Sato K, Nix S, Chiyonobu S, Nagayoshi T, Sato K.","Sensors (Basel). 2023 Oct 29;23(21):8809. doi: 10.3390/s23218809.","Madokoro H","Sensors (Basel)","2023","2023/11/14","PMC10650223","","10.3390/s23218809"
"40588931","A Novel Blockchain-Based Model for Secure Genomic Data Management","Shaikh M, Ebrahimi A, Wiil UK.","Stud Health Technol Inform. 2025 Jun 26;328:302-307. doi: 10.3233/SHTI250724.","Shaikh M","Stud Health Technol Inform","2025","2025/07/01","","","10.3233/SHTI250724"
"41006391","An open source platform to automate the design, verification, and manufacture of 3D printed microfluidic devices","Goenner B, Temple S, Zapata S, Wakeham D, Snelgrove A, Gaillardon PE, Nordin GP, Gale BK.","Sci Rep. 2025 Sep 26;15(1):33077. doi: 10.1038/s41598-025-15976-9.","Goenner B","Sci Rep","2025","2025/09/26","PMC12475089","","10.1038/s41598-025-15976-9"
"39399658","Linking the ECRIN Metadata Repository with the BBMRI-ERIC Directory to connect clinical studies with related biobanks and collections","Ohmann C, Canham S, Majcen K, Meloni V, Pireddu L, Sulis A, Delussu G, Frexia F, Holub P.","Open Res Eur. 2024 Oct 7;4:50. doi: 10.12688/openreseurope.17131.2. eCollection 2024.","Ohmann C","Open Res Eur","2024","2024/10/14","PMC11467644","","10.12688/openreseurope.17131.2"
"39558178","NASA open science data repository: open science for life in space","Gebre SG, Scott RT, Saravia-Butler AM, Lopez DK, Sanders LM, Costes SV.","Nucleic Acids Res. 2025 Jan 6;53(D1):D1697-D1710. doi: 10.1093/nar/gkae1116.","Gebre SG","Nucleic Acids Res","2025","2024/11/18","PMC11701653","","10.1093/nar/gkae1116"
"41213442","Semantic-based audiovisual integration enhances active storage in visual working memory","Zhao S, Hui S, Chen M, Feng C, Zhai M, Feng W.","Neuroimage. 2025 Dec 1;323:121577. doi: 10.1016/j.neuroimage.2025.121577. Epub 2025 Nov 8.","Zhao S","Neuroimage","2025","2025/11/10","","","10.1016/j.neuroimage.2025.121577"
"36324787","Does platform type matter? A semantic analysis of user attitude formation on online platforms","Zhang L, Zhan G, Li Q, Ren J.","Front Psychol. 2022 Oct 17;13:1005429. doi: 10.3389/fpsyg.2022.1005429. eCollection 2022.","Zhang L","Front Psychol","2022","2022/11/03","PMC9619103","","10.3389/fpsyg.2022.1005429"
"35168728","Highly reproducible and sensitive electrochemical biosensor for Chlamydia trachomatis detection based on duplex-specific nuclease-assisted target-responsive DNA hydrogels and bovine serum albumin carrier platform","Cheng L, He Y, Yang Y, Chen J, He H, Liu Y, Lin Z, Hong G.","Anal Chim Acta. 2022 Mar 8;1197:339496. doi: 10.1016/j.aca.2022.339496. Epub 2022 Jan 15.","Cheng L","Anal Chim Acta","2022","2022/02/16","","","10.1016/j.aca.2022.339496"
"40308739","Discovering linked data collections through a new national metadata platform","Miller KM, Flack FS, Smith MB, Bennett V, Marshall CE.","Int J Popul Data Sci. 2025 Apr 30;10(1):2461. doi: 10.23889/ijpds.v10i1.2461. eCollection 2025.","Miller KM","Int J Popul Data Sci","2025","2025/05/01","PMC12042732","","10.23889/ijpds.v10i1.2461"
"40164439","Scalable and efficient on-chain data management in blockchain for large biomedical data","Ni E, Knight E, Gerstein M.","J Biomed Inform. 2025 May;165:104818. doi: 10.1016/j.jbi.2025.104818. Epub 2025 Mar 29.","Ni E","J Biomed Inform","2025","2025/03/31","PMC12102614","NIHMS2077328","10.1016/j.jbi.2025.104818"
"39025562","Edwards curve digital signature algorithm for video integrity verification on blockchain framework","Lawrence L, Shreelekshmi R.","Sci Justice. 2024 Jul;64(4):367-376. doi: 10.1016/j.scijus.2024.04.008. Epub 2024 May 13.","Lawrence L","Sci Justice","2024","2024/07/18","","","10.1016/j.scijus.2024.04.008"
"35639939","Globally Accessible Distributed Data Sharing (GADDS): a decentralized FAIR platform to facilitate data sharing in the life sciences","Vazquez P, Hirayama-Shoji K, Novik S, Krauss S, Rayner S.","Bioinformatics. 2022 Aug 2;38(15):3812-3817. doi: 10.1093/bioinformatics/btac362.","Vazquez P","Bioinformatics","2022","2022/05/31","PMC9344842","","10.1093/bioinformatics/btac362"
"40880529","surveydown: An open-source, markdown-based platform for programmable and reproducible surveys","Hu P, Bunea B, Helveston JP.","PLoS One. 2025 Aug 29;20(8):e0331002. doi: 10.1371/journal.pone.0331002. eCollection 2025.","Hu P","PLoS One","2025","2025/08/29","PMC12396762","","10.1371/journal.pone.0331002"
"39686024","Retrieval Integrity Verification and Multi-System Data Interoperability Mechanism of a Blockchain Oracle for Smart Healthcare with Internet of Things (IoT) Integration","Zhou Z, Chen L, Zhao Y, Yang X, Han Z, He Z.","Sensors (Basel). 2024 Nov 24;24(23):7487. doi: 10.3390/s24237487.","Zhou Z","Sensors (Basel)","2024","2024/12/17","PMC11644699","","10.3390/s24237487"
"35895741","A deep semantic vegetation health monitoring platform for citizen science imaging data","Khan A, Asim W, Ulhaq A, Robinson RW.","PLoS One. 2022 Jul 27;17(7):e0270625. doi: 10.1371/journal.pone.0270625. eCollection 2022.","Khan A","PLoS One","2022","2022/07/27","PMC9328533","","10.1371/journal.pone.0270625"
"33862661","A Permissioned Blockchain Network for Security and Sharing of De-identified Tuberculosis Research Data in Brazil","Lima VC, Bernardi FA, Alves D, Kritski AL, Galliez RM, Rijo RPCL.","Methods Inf Med. 2020 Dec;59(6):205-218. doi: 10.1055/s-0041-1727194. Epub 2021 Apr 16.","Lima VC","Methods Inf Med","2020","2021/04/16","","","10.1055/s-0041-1727194"
"40732470","Blockchain-Based Trusted Data Management with Privacy Preservation for Secure IoT Systems","Zhou H, Gao H, Ma Z, Lai G.","Sensors (Basel). 2025 Jul 11;25(14):4344. doi: 10.3390/s25144344.","Zhou H","Sensors (Basel)","2025","2025/07/30","PMC12300857","","10.3390/s25144344"
"39948167","Circuit response and experimental verification of high energy storage density materials","Li Z, Fu K, Cheng Y, Hong K, Zhang G.","Sci Rep. 2025 Feb 13;15(1):5432. doi: 10.1038/s41598-025-89300-w.","Li Z","Sci Rep","2025","2025/02/13","PMC11825866","","10.1038/s41598-025-89300-w"
"32869137","Automating creativity assessment with SemDis: An open platform for computing semantic distance","Beaty RE, Johnson DR.","Behav Res Methods. 2021 Apr;53(2):757-780. doi: 10.3758/s13428-020-01453-w.","Beaty RE","Behav Res Methods","2021","2020/09/02","PMC8062332","","10.3758/s13428-020-01453-w"
"32792932","Experimental Pipeline (Expipe): A Lightweight Data Management Platform to Simplify the Steps From Experiment to Data Analysis","Lepperød ME, Dragly SA, Buccino AP, Mobarhan MH, Malthe-Sørenssen A, Hafting T, Fyhn M.","Front Neuroinform. 2020 Jul 24;14:30. doi: 10.3389/fninf.2020.00030. eCollection 2020.","Lepperød ME","Front Neuroinform","2020","2020/08/15","PMC7393253","","10.3389/fninf.2020.00030"
"37203616","The Importance of Being FAIR and FAST - The Clinical Epidemiology and Study Platform of the German Network University Medicine (NUKLEUS)","Krefting D, Anton G, Chaplinskaya-Sobol I, Hanss S, Hoffmann W, Hopff SM, Kraus M, Lorbeer R, Lorenz-Depiereux B, Illig T, Schäfer C, Schaller J, Stahl D, Valentin H, Heuschmann P, Vehreschild J.","Stud Health Technol Inform. 2023 May 18;302:93-97. doi: 10.3233/SHTI230071.","Krefting D","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230071"
"40102516","Blockchain ensuring academic integrity with a degree verification prototype","Cardenas-Quispe MA, Pacheco A.","Sci Rep. 2025 Mar 18;15(1):9281. doi: 10.1038/s41598-025-93913-6.","Cardenas-Quispe MA","Sci Rep","2025","2025/03/19","PMC11920411","","10.1038/s41598-025-93913-6"
"37266206","Retracted: Healthcare and Fitness Data Management Using the IoT-Based Blockchain Platform","Healthcare Engineering JO.","J Healthc Eng. 2023 May 24;2023:9831689. doi: 10.1155/2023/9831689. eCollection 2023.","Healthcare Engineering JO","J Healthc Eng","2023","2023/06/02","PMC10232103","","10.1155/2023/9831689"
