"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Padiyedath Gopalan S.; Kawamura A.; Takasaki T.; Amaguchi H.; Azhikodan G.","Padiyedath Gopalan, Saritha (57194650808); Kawamura, Akira (18836162000); Takasaki, Tadakatsu (54788579900); Amaguchi, Hideo (35114500500); Azhikodan, Gubash (56644958800)","57194650808; 18836162000; 54788579900; 35114500500; 56644958800","An effective storage function model for an urban watershed in terms of hydrograph reproducibility and Akaike information criterion","2018","Journal of Hydrology","563","","","657","668","18","10.1016/j.jhydrol.2018.06.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048876813&doi=10.1016%2Fj.jhydrol.2018.06.035&partnerID=40&md5=c904a34cec66fbcd35e73c58f077be01","Rapid urbanization is considered to be an important factor that contributes to flood risk. Therefore, flood prediction in urban watersheds using appropriate runoff models is essential to avoid the harmful effects of floods. There are various storage function (SF) models such as Kimura, Prasad, Hoshi, and urban storage function (USF) models that have been widely used in different parts of the world as rainfall-runoff models in which the USF model was recently developed in Japan for the specific application in urban watersheds. However, the identification of an appropriate model remains challenging in the field of hydrology. Therefore, this study aims to identify an effective SF model for an urban watershed in terms of hydrograph reproducibility and from an Akaike information criterion (AIC) perspective. The SCE-UA global optimization method was used for the parameter optimization of each model with root mean square error (RMSE) as the objective function. The reproducibility of the hydrograph was evaluated using the performance evaluation criteria of RMSE, Nash-Sutcliffe efficiency (NSE), and other error functions of peak, volume, time to peak, lag time, and runoff coefficient. The results revealed that the higher values of NSE coupled with the lower values of RMSE and other error functions indicated that the hydrograph reproducibility of USF is the highest among the SF models. Furthermore, AIC and Akaike weight (AW) were used to identify the most effective model among all those based on the information criteria perspective. The USF model received the lowest AIC score and the highest AW during most of the events, which indicates that it is the most parsimonious model compared to the other SF models. Moreover, uncertainty characterization of the SF model parameters was also conducted to analyze the effect of each parameter on model performance. © 2018 Elsevier B.V.","Hoshi's model; Kimura's model; Parameter uncertainty; Performance evaluation; Prasad's model; Urban storage function model","Japan; Errors; Function evaluation; Global optimization; Mean square error; Parameter estimation; Runoff; Uncertainty analysis; Watersheds; Function modelling; Hoshi model; Hydrographs; Kimura model; Parameter uncertainty; Performances evaluation; Prasad model; Storage function; Urban storage function model; Urban watershed; Akaike information criterion; environmental risk; flood; hydrological modeling; parameter estimation; rainfall-runoff modeling; runoff; uncertainty analysis; urbanization; watershed; Floods","Article","Final","","Scopus","2-s2.0-85048876813"
"Kazemlou S.; Bonakdarpour B.","Kazemlou, Shokoufeh (55921208200); Bonakdarpour, Borzoo (8853449200)","55921208200; 8853449200","Crash-resilient decentralized synchronous runtime verification","2018","Proceedings of the IEEE Symposium on Reliable Distributed Systems","2019-October","","8613969","207","212","11","10.1109/SRDS.2018.00032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062079401&doi=10.1109%2FSRDS.2018.00032&partnerID=40&md5=5ca3da0a3ac982b838f58261695763ea","In this paper, we consider runtime verification of synchronous distributed systems, where a decentralized set of monitors that only have a partial view of the system are subject to crash failures. In this context, it is unavoidable that monitors may have different views of the underlying system, and, therefore, have different opinions about the correctness property. We propose an automata-based synchronous monitoring algorithm that copes with t crash monitor failures. Moreover, local monitors do not communicate their explicit reading of the underlying system. Rather, they emit a symbolic verdict that efficiently encodes their partial views. This significantly reduces the communication overhead. ©2018 IEEE","","Communication overheads; Correctness properties; Crash failures; Decentralised; Monitoring algorithms; Partial views; Run-time verification; Synchronous distributed systems; Synchronous monitoring; Underlying systems","Conference paper","Final","","Scopus","2-s2.0-85062079401"
"Hanif A.; Kusumasari T.F.; Andreswari R.","Hanif, Amri (57217028085); Kusumasari, Tien Fabrianti (53264047000); Andreswari, Rachmadita (57205063400)","57217028085; 53264047000; 57205063400","Analysis and Design of Data Synchronization Algorithm for Master Data Management Tools Based on Open Source Platform at PT. XYZ","2019","Proceedings of the International Conference on Electrical Engineering and Informatics","2019-July","","8988842","244","249","2","10.1109/ICEEI47359.2019.8988842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085857708&doi=10.1109%2FICEEI47359.2019.8988842&partnerID=40&md5=3d7dc9e6eabb3c1f966f93dbbdf9d3fb","Data is the source of any information. Quality of data will provide accurate information. There are still many companies, especially State-Owned Enterprises that have not been able to maintain the quality of data. There is still a lot of duplication and redundancy of data in each application. Actually, the data remains the same even when the app is different. This problem can be solved by applying Data Governance processes, that is Reference and Master Data. In this process requires a Master Data Management Tool to manage, so the data will no longer be duplication or redundancy of data. In this research focuses on the analysis and design of master data synchronization algorithms, update master data algorithms, saving master data algorithms and using open source application platform that is Pentaho Data Integration. The results of this research are the matching data algorithm, saving master data algorithms, change master data algorithm and synchronization and integration master data algorithm. Although use open source-based application, MDM algorithm in this research can be made of data on the PT. XYZ can be synchronized and integrated between applications and can help PT. XYZ to maintain the quality of their data. © 2019 IEEE.","Data Governance; Master Data Management; Open Source Platform","Information management; Open Data; Redundancy; Synchronization; Data algorithm; Data governances; Data synchronization; Master data management; Open source application; Open source platforms; Quality of data; State owned enterprise; Data integration","Conference paper","Final","","Scopus","2-s2.0-85085857708"
"Sarmento M.; Simões C.","Sarmento, Maria (56416246400); Simões, Cláudia (8299796500)","56416246400; 8299796500","Trade fairs as engagement platforms: the interplay between physical and virtual touch points","2019","European Journal of Marketing","53","9","","1782","1807","30","10.1108/EJM-10-2017-0791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061934158&doi=10.1108%2FEJM-10-2017-0791&partnerID=40&md5=84139e84b7201d27dc9513df07aa1848","Purpose: The purpose of this paper is to provide insights into the association between physical and virtual trade fairs under the conceptual lens of engagement platforms. The authors build on the idea of business trade fairs (i.e. physical and/or virtual customer touch points) as learning and engagement platforms in service ecosystems. Design/methodology/approach: The empirical study combines qualitative interviews (n = 16) with trade fair organizers, exhibitors and visitors and a survey (n = 263) comprising open-ended questions administrated to visitors of an international trade fair. Findings: Findings highlighted the general role that trade fairs have in facilitating companies’ interactions with existing and potential customers. The trade fair develops in physical and virtual platforms, where companies advance business relationships and generate learning experiences and customer engagement. Participants look for solutions to problems and frequently innovation is a consequence of the engagement and learning processes. Yet, while the physical trade fair is instrumental for human personal interaction, namely, to establish informal networks of contacts and face-to-face interactions, virtual trade fairs are highlighted as a catalyst to foster interactivity and connectivity before and after the physical trade fair. Research limitations/implications: The study endures limitations that may be addressed by future research. For example, studies in similar contexts and in other settings (e.g. different industries) are warranted. Practical implications: The study offers wide-ranging implications for the principal agents from the trade fair industry: trade fair organizers, exhibitors and visitors. Originality/value: This research constitutes a preliminary attempt to understand the association between physical and virtual trade fairs and contributes to the discourses on customer engagement and the underlying notion of service ecosystems in the trade fair environment. In particular, the study looks at the role and connections that each platform plays for organizers and participants providing important insights into improving physical and virtual trade fair participation strategies. © 2019, Emerald Publishing Limited.","Business interactions; Engagement and learning platforms; Physical trade fairs; Service ecosystem; Virtual trade fairs","","Article","Final","","Scopus","2-s2.0-85061934158"
"Zegers E.; Atlin S.; Nyman K.; Berenyi A.","Zegers, Emily (57211786394); Atlin, Susan (57210376212); Nyman, Kevin (57211783998); Berenyi, Andrew (57211793089)","57211786394; 57210376212; 57211783998; 57211793089","Toronto's new data management platform and how we plan to manage the quality of the data that feeds it","2019","WEFTEC 2019 - 92nd Annual Water Environment Federation's Technical Exhibition and Conference","","","","711","721","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074984432&partnerID=40&md5=7f414e03901d05a72354fa9c240a83e5","It seems that all utilities struggle with managing their sensors and assuring the quality of the data they produce. At City of Toronto wastewater treatment facilities, there is a history of sensor installations that were not fully supported and produced poor quality data over long periods of time. Experiences like these have led the City to create a Sensor Guideline. The policy will include guidance on procuring sensors, verifying and governing the data they produce, sharing sensor performance information inside the organization, and properly decommissioning sensors. At the same time, Toronto Water is re-examining its approach to managing data and turning it into actionable information. While existing reporting tools are providing useful information for operations, there are gaps in functionality that have led the City to explore other options available for data management. A cross-functional team was assembled in 2017 from across different sections in Toronto Water to map out available tools and their features and functionalities. Following about a year of information gathering and analysis, the group selected a new data management platform called e.RIS in early 2018. The platform was procured in 2019 and a phased rollout at two of Toronto's eight water and wastewater facilities is now underway. In addition to the initial support required for feature buildout and training, provisions are being made for long-term support for the tool including internal IT support, a framework for tool governance and data governance, and phased decommissioning of the old tools. The tool will be an integral part of the sensor guideline, supporting data quality assurance and quality control. © 2019 Water Environment Federation","Data Management; Digital Transformation; Instrumentation; Sensor Management","Decommissioning (nuclear reactors); Information management; Quality assurance; Quality control; Wastewater treatment; Cross-functional teams; Digital transformation; Information gathering; Instrumentation; Management platforms; Sensor management; Wastewater treatment facilities; Water and wastewater; Metadata","Conference paper","Final","","Scopus","2-s2.0-85074984432"
"Li Y.; Wang Z.; Mun H.-J.","Li, Yongzhen (55876126300); Wang, Zhenzhen (57203618001); Mun, Hyung-Jin (14056701900)","55876126300; 57203618001; 14056701900","Key resources integrity verification scheme on Android platform","2018","Journal of Engineering and Applied Sciences","13","Special Issue  2","","3059","3066","0","10.3923/jeasci.2018.3059.3066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052457399&doi=10.3923%2Fjeasci.2018.3059.3066&partnerID=40&md5=c691d6fe0818955f07e29cb69b904bee","Nowadays with Android mobile phones occupied a large market share, the security of application programs has gotten more and more attention. To protect the security and integrity of application programs on android platform, a flexible key resource integrity verification scheme was proposed. The scheme principally utilized security-file which is created by the security-file generator on the developer's server to verify resources integrity. Then APPs downloaded the security-file from the server and the procedure of integrity verification is processed by Java Native Interface (JNI). The scheme also provides error correction module by downloading updates in the case of a validation failure. The experimental result showed that this scheme had good ability against decompiling attack and tampering attack and the performance of the application has not been affected. © Medwell Journals, 2018.","Affected; Application; Decompiled Java native interface Android; Integrity verification; Security-file","","Article","Final","","Scopus","2-s2.0-85052457399"
"Swezy R.; Schlotzhauer P.; Shaw A.","Swezy, Rachel (57205617266); Schlotzhauer, Pat (6602734083); Shaw, Andrew (7402249262)","57205617266; 6602734083; 7402249262","Performance analytics and data management using a unified data platform at the KS river wastewater treatment plant in Lawrence, Kansas","2019","91st Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2018","","","","1959","1965","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060797773&partnerID=40&md5=3f2d574e3aaa06b345eea15346ab90e3","                             Black & Veatch created a unified data platform called ASSET360                             TM                              to help manage the data WRFs collect from laboratory systems and SCADA, as well as provide professional consultation. The platform has been implemented at the City of Lawrence Kansas River Wastewater Treatment Plant to monitor process performance weekly and diagnose plant upsets. The tool has allowed process engineers to monitor the plant, communicate process recommendations, summarize plant performance on a quarterly basis, as well as identify opportunities for cost savings.                          Copyright © 2018 Water Environment Federation","Adaptive planning; Asset management; Data analytics; Data integration; Optimization","Asset management; Data Analytics; Data integration; Optimization; SCADA systems; Sewage pumping plants; Wastewater treatment; Water treatment plants; Adaptive planning; Cost saving; Data platform; Kansas rivers; Laboratory system; Plant performance; Process performance; Wastewater treatment plants; Information management","Conference paper","Final","","Scopus","2-s2.0-85060797773"
"Cleveland S.B.; McLean J.H.; Rotzoll K.; Izuka S.K.; Jacobs G.A.","Cleveland, Sean B. (57203368248); McLean, Jared H. (57210578331); Rotzoll, Kolja (16069600900); Izuka, Scot K. (6602428963); Jacobs, Gwen A. (7203024044)","57203368248; 57210578331; 16069600900; 6602428963; 7203024044","Enabling real-time user interaction for decision support: Experiences extending a local agave platform metadata service","2019","ACM International Conference Proceeding Series","","","3332252","","","0","10.1145/3332186.3332252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070986809&doi=10.1145%2F3332186.3332252&partnerID=40&md5=98d95cf13c9dde10bda4cbc8b27d80d5","The University of Hawai‘i Information Technology Services Cyberinfrastructure team in partnership with the United States Geological Survey developed the Hawai‘i groundwater recharge tool, a decision support tool, as part of the ‘Ike Wai Gateway to support water sustainability research for the state of Hawai‘i. To enable the development of the tool within the existing University of Hawai‘i Agave platform that the ‘Ike Wai Gateway is built on, the Metadata application programmatic interface (API) and Agave infrastructure needed to be extended to store and retrieve spatial data and handle a larger number of requests. The development team successfully added the functionality to the local University of Hawai‘i Agave platform instance to support the storage of deserialized vector data and metadata that can be spatially queried across hundreds of thousands of records to enable decision support applications within a science gateway. © 2019 Association for Computing Machinery.","Agave; Decision support; Gateways; Spatial","Application programming interfaces (API); Digital storage; Forestry; Gateways (computer networks); Learning systems; Metadata; Recharging (underground waters); Agave; Cyber infrastructures; Decision support applications; Decision support tools; Decision supports; Information technology services; Spatial; United states geological surveys; Decision support systems","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85070986809"
"Clemens J.; Pal R.; Sherrell B.","Clemens, John (57193094105); Pal, Raj (57194342714); Sherrell, Branden (57205753186)","57193094105; 57194342714; 57205753186","Runtime State Verification on Resource-Constrained Platforms","2018","Proceedings - IEEE Military Communications Conference MILCOM","2019-October","","8599862","768","773","10","10.1109/MILCOM.2018.8599862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061428663&doi=10.1109%2FMILCOM.2018.8599862&partnerID=40&md5=1971f1ce49ec2c2e6e8983f62b7e13f5","Verifying the integrity of multi-component cyber and cyber-physical systems remains a crucial and necessary precondition for trust. The edge components of such systems, those that interact directly with the user or physical world, are typically resource-constrained - with minimal CPU, memory, and power - and do not support traditional mechanisms for trustworthy integrity verification. Yet the integrity of all components of a system, including resource-constrained edge devices, is essential to guard against compromise and to ensure user confidence. In this paper we present IoTA, an extensible, open source, agent-based framework for trustworthy runtime integrity verification on resource-constrained platforms. We define IoTA's system architecture, compare it with existing integrity measurement frameworks, and discuss the necessary trade-offs to achieve trust within these constraints. Further, we present a prototype implementation of IoTA to explore both the feasibility and impact of agent-based measurement. © 2018 IEEE.","","Embedded systems; Agent-based framework; CPU memory; CPU power; Cybe-physical systems; Cyber-physical systems; Integrity verifications; Multicomponents; Open-source; Physical world; Run-time state; Economic and social effects","Conference paper","Final","","Scopus","2-s2.0-85061428663"
"Gringinger E.; Fabianek C.; Schuetz C.G.; Neumayr B.; Schrefl M.; Vennesland A.; Wilson S.","Gringinger, Eduard (36182758600); Fabianek, Christoph (57204971643); Schuetz, Christoph G. (57027450600); Neumayr, Bernd (36696524300); Schrefl, Michael (6603818133); Vennesland, Audun (36926348800); Wilson, Scott (56201918500)","36182758600; 57204971643; 57027450600; 36696524300; 6603818133; 36926348800; 56201918500","The semantic container approach techniques for ontology-based data description and discovery in a decentralized swim knowledge base","2018","SESAR Innovation Days","","","","","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079013159&partnerID=40&md5=0fe9f5dcbc6be580f894535797fb5adb","System Wide Information Management (SWIM) in Air Traffic Management (ATM) aims to facilitate access to ATM information via information services, thereby fostering common situational awareness among stakeholders. The development of information services and applications with added value in SWIM will comprise finding, selecting, filtering and composition of data/information from different sources, which is also referred to as ‘data logic’. Semantic containers are a means to encapsulate the data logic and clearly separate it from business and presentation logic. The provisioning of semantic containers for a specific purpose encompasses the discovery of existing source containers and often further value-adding processing steps such as filtering and annotation. Common semantic web technologies may serve to implement the semantic container approach. © 2018, SESAR Joint Undertaking. All rights reserved.","Air Traffic Management; Data Aggregation; Data Mediation; System Wide Information Management","Advanced traffic management systems; Air traffic control; Computer circuits; Containers; Information filtering; Information services; Internet protocols; Knowledge based systems; Ontology; Air Traffic Management; Data aggregation; Data mediation; Processing steps; Semantic Web technology; Services and applications; Situational awareness; System wide information management; Information management","Conference paper","Final","","Scopus","2-s2.0-85079013159"
"Liang Y.","Liang, Yiheng (57215275410)","57215275410","Identity verification and management of electronic health records with blockchain technology","2019","2019 IEEE International Conference on Healthcare Informatics, ICHI 2019","","","8904712","","","19","10.1109/ICHI.2019.8904712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075909061&doi=10.1109%2FICHI.2019.8904712&partnerID=40&md5=a2623241ba5a67a6e3f7e0ac0892b175","We present a state-of-art design in healthcare industry with blockchain technology. In our design of the systems, an individual's identity can be verified, and the electronic health records are processed through blockchain networks. The goal of creating such kind of systems is to facilitate identity verification, to provide ease of data access and sharing of electronic health records, and to maximize the protection of patients' data. © 2019 IEEE.","Blockchain; Data privacy; Data security; Electronic health record","Blockchain; Data privacy; Health care; Records management; Security of data; Data access; Electronic health record; Healthcare industry; Identity verification; State-of-art design; Electronic document exchange","Conference paper","Final","","Scopus","2-s2.0-85075909061"
"Lomotey R.K.; Sriramoju S.; Orji R.","Lomotey, Richard K. (55360145300); Sriramoju, Sumanth (57195054086); Orji, Rita (36802416800)","55360145300; 57195054086; 36802416800","Machine-to-infrastructure middleware platform for data management in IoT","2019","International Journal of Business Process Integration and Management","9","2","","90","106","2","10.1504/IJBPIM.2019.099874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066903101&doi=10.1504%2FIJBPIM.2019.099874&partnerID=40&md5=34c5eb8d35e6491191b4bf960a4d9174","The emergent usage of network-based consumer devices has created an ecosystem for heterogeneous ‘aware’ and interconnected devices with unique IDs interacting with other machines/objects, infrastructure, and nature. This is called the internet of things (IoT), and it is inspired by smart devices with sensing and connectivity capability that can aid with data collection. While the data from sensors can give insightful enterprise information through analytics, it is needful to first and foremost create the IoT framework with automation support for machine-to-infrastructure (M2I) communication. However, there are only few research works that focus on enabling M2I communication though many studies are dedicated to machine-to-machine (M2M) communication. Key challenges in the IoT infrastructure design are multiple device semantics and protocol variations which can limit interoperability. This work proposes a middleware with both M2I and M2M capabilities which addresses these problems based on mapping techniques between the heterogeneous device semantics and providing a common interface for data exchanges via varied protocols. When a device is discoverable, our middleware uses enhanced environment-context ontology to match the appropriate communication protocol. This aids with pushing data from within-range sensors to a cloud-hosted infrastructure. The extensive experiments conducted on the proposed system show superiority over similar services. © 2019 Inderscience Enterprises Ltd.","Cloud computing; Environment-context; Internet of things; IoT; Mapping; Middleware; Mobile devices; Sensors","","Article","Final","","Scopus","2-s2.0-85066903101"
"Yang Y.-T.; Chou L.-D.; Tseng C.-W.; Tseng F.-H.; Liu C.-C.","Yang, Yao-Tsung (24725849500); Chou, Li-Der (56060723000); Tseng, Chia-Wei (17436155700); Tseng, Fan-Hsun (36019450800); Liu, Chien-Chang (57200872114)","24725849500; 56060723000; 17436155700; 36019450800; 57200872114","Blockchain-Based Traffic Event Validation and Trust Verification for VANETs","2019","IEEE Access","7","","8663370","30868","30877","158","10.1109/ACCESS.2019.2903202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064699348&doi=10.1109%2FACCESS.2019.2903202&partnerID=40&md5=1669854ec64f6555a313cdde1fa4c30d","Sharing traffic information on the vehicular network can help in the implementation of intelligent traffic management, such as car accident warnings, road construction notices, and driver route changes to reduce traffic congestion earlier. In the future, in the case of autonomous driving, traffic information will be exchanged more frequently and more immediately. Once the exposed traffic incident is incorrect, the driving route will be misleading, and the driving response may be in danger. The blockchain ensures the correctness of data and tampers resistance in the consensus mechanism, which can solve such similar problems. This paper proposes a proof-of-event consensus concept applicable to vehicular networks rather than proof-of-work or proof-of-authority approaches. The traffic data are collected through the roadside units, and the passing vehicles will verify the correctness when receiving the event notification. In addition, a two-phase transaction on blockchain is introduced to send warning messages in appropriate regions and time periods. The simulation results show that the proposed mechanism can effectively feedback the correctness of traffic events and provide traceable events with trust verification. © 2019 IEEE.","Blockchain; event validation; proof-of-event consensus; trust verification; vehicular ad-hoc networks","Accidents; Blockchain; Information management; Vehicular ad hoc networks; Autonomous driving; Event notification; event validation; Intelligent traffic management; proof-of-event consensus; Traffic incidents; Traffic information; Vehicular networks; Traffic congestion","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85064699348"
"Smith M.; Turner K.; Bond R.; Kawakami T.; Roos L.L.","Smith, M. (55574203075); Turner, K. (7201493593); Bond, R. (7102696400); Kawakami, T. (57217145151); Roos, L.L. (7006475434)","55574203075; 7201493593; 7102696400; 57217145151; 7006475434","The concept dictionary and glossary at MCHP: Tools and techniques to support a population research data repository","2019","International Journal of Population Data Science","4","1","29","","","4","10.23889/ijpds.v4i1.1124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086431182&doi=10.23889%2Fijpds.v4i1.1124&partnerID=40&md5=0eddb1eba9cac717f8c3595343eebe5c","The Manitoba Centre for Health Policy's Concept Dictionary and Glossary, and the Data Repository they document, broaden the analytic possibilities associated with administrative data. The aim of the Repository is to describe and explain patterns of health care and illness, while the Concept Dictionary and Glossary create consistency in documenting research methodologies. The Concept Dictionary alone contains detailed operational definitions and programming code for measures used in MCHP research that are reusable in future projects. Making these tools available on the internet allows reaching a heterogeneous audience of academic and government health service partners, epidemiologists, planners, programmers, clinicians, and students extending around the globe. They aid in the retention of corporate knowledge, facilitate researcher/analyst communication, and enhance the Centre's knowledge translation activities. Such documentation has saved countless hours for programmers, analysts and researchers who frequently need to tread paths previously taken by others. © The Authors. Open Access under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)","","article; documentation; epidemiologist; government; human; Internet; population research","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85086431182"
"Asmi A.","Asmi, Ari (6602506226)","6602506226","Building fair environmental services platforms in Europe","2018","CEUR Workshop Proceedings","2277","","","7","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059824539&partnerID=40&md5=733a54f6553882700828660e98619ee6","Research Infrastructures (RIs) in Europe are in a key position for development of new research policies, access methods and technical solutions. European RIs cover almost all fields of science, and disciplinary collaborations between them are the key for creating practical standards and best practices for the whole communities. For this reason, they are also in a strong position to develop the practical implementations of FAIR policies on actual research service provision. European environmental RIs have worked together on these issues from early 2010s in ENVRI community, and the current iteration of this collaboration – ENVRI PLUS has been a major development for common standardized services. The next proposed iteration ENVRI FAIR would then be the crucial step from planning to implementation of real actionable FAIR services for environmental research in the framework of European Open Science Cloud initiative. © 2018 CEUR-WS. All Rights Reserved.","Data management; FAIR; International collaboration; Research Infrastructures","Information management; International cooperation; Environmental researches; Environmental services; FAIR; International collaborations; Research infrastructure; Research policies; Service provisions; Technical solutions; Iterative methods","Conference paper","Final","","Scopus","2-s2.0-85059824539"
"Weber N.; Liou D.; Dommer J.; Macmenamin P.; Quiñones M.; Misner I.; Oler A.J.; Wan J.; Kim L.; Coakley McCarthy M.; Ezeji S.; Noble K.; Hurt D.E.","Weber, Nick (57191590599); Liou, David (56291753700); Dommer, Jennifer (23477222500); Macmenamin, Philip (6507451094); Quiñones, Mariam (7103414590); Misner, Ian (57746886800); Oler, Andrew J (36106269100); Wan, Joe (57201998932); Kim, Lewis (57201999427); Coakley McCarthy, Meghan (57202001815); Ezeji, Samuel (57202015527); Noble, Karlynn (57191596718); Hurt, Darrell E. (36027346200)","57191590599; 56291753700; 23477222500; 6507451094; 7103414590; 57746886800; 36106269100; 57201998932; 57201999427; 57202001815; 57202015527; 57191596718; 36027346200","Nephele: A cloud platform for simplified, standardized and reproducible microbiome data analysis","2018","Bioinformatics","34","8","","1411","1413","125","10.1093/bioinformatics/btx617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046733541&doi=10.1093%2Fbioinformatics%2Fbtx617&partnerID=40&md5=e96503b55515bc2003775d06551adbd7","Motivation Widespread interest in the study of the microbiome has resulted in data proliferation and the development of powerful computational tools. However, many scientific researchers lack the time, training, or infrastructure to work with large datasets or to install and use command line tools. Results The National Institute of Allergy and Infectious Diseases (NIAID) has created Nephele, a cloud-based microbiome data analysis platform with standardized pipelines and a simple web interface for transforming raw data into biological insights. Nephele integrates common microbiome analysis tools as well as valuable reference datasets like the healthy human subjects cohort of the Human Microbiome Project (HMP). Nephele is built on the Amazon Web Services cloud, which provides centralized and automated storage and compute capacity, thereby reducing the burden on researchers and their institutions. © 2017 The Author. Published by Oxford University Press. All rights reserved.","","Cloud Computing; Computational Biology; Humans; Metagenomics; Microbiota; Sequence Analysis, DNA; Sequence Analysis, RNA; Software; biology; cloud computing; DNA sequence; genetics; human; metagenomics; microflora; procedures; sequence analysis; software","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85046733541"
"Paul S.; Shrivastava A.","Paul, Souradyuti (59836751700); Shrivastava, Ananya (57202914416)","59836751700; 57202914416","Efficient fair multiparty protocols using blockchain and trusted hardware","2019","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11774 LNCS","","","301","320","4","10.1007/978-3-030-30530-7_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072857955&doi=10.1007%2F978-3-030-30530-7_15&partnerID=40&md5=9e543cd574db8dcf85651e6bd3acc638","In ACM CCS’17, Choudhuri et al. designed two fair public-ledger-based multi-party protocols (in the malicious model with dishonest majority) for computing an arbitrary function f. One of their protocols is based on a trusted hardware enclave G (which can be implemented using Intel SGX-hardware) and a public ledger (which can be implemented using a blockchain platform, such as Ethereum). Subsequently, in NDSS’19, a stateless version of the protocol was published. This is the first time, (a certain definition of) fairness – that guarantees either all parties learn the final output or nobody does – is achieved without any monetary or computational penalties. However, these protocols are fair, if the underlying core MPC component guarantees both privacy and correctness. While privacy is easy to achieve (using a secret sharing scheme), correctness requires expensive operations (such as ZK proofs and commitment schemes). We improve on this work in three different directions: attack, design and performance. Our first major contribution is building practical attacks that demonstrate: if correctness is not satisfied then the fairness property of the aforementioned protocols collapse. Next, we design two new protocols – stateful and stateless – based on public ledger and trusted hardware that are: resistant against the aforementioned attacks, and made several orders of magnitude more efficient (related to both time and memory) than the existing ones by eliminating ZK proofs and commitment schemes in the design. Last but not the least, we implemented the core MPC part of our protocols using the SPDZ-2 framework to demonstrate the feasibility of its practical implementation. © Springer Nature Switzerland AG 2019.","Blockchain; Fairness; Multi-party computation","Cryptography; Security of data; Arbitrary functions; Commitment scheme; Fairness; Fairness properties; Multi-party protocols; Multiparty computation; Orders of magnitude; Secret sharing schemes; Blockchain","Conference paper","Final","","Scopus","2-s2.0-85072857955"
"Zhang T.; Chen S.; Lv Z.","Zhang, Tingrong (57204720827); Chen, Shuming (57202437175); Lv, Zhao (57200699939)","57204720827; 57202437175; 57200699939","FAL-based high reusability and automated verification platform","2018","ACM International Conference Proceeding Series","","","a58","","","0","10.1145/3207677.3277944","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056812394&doi=10.1145%2F3207677.3277944&partnerID=40&md5=940ffc7b416bf81da521c09b67bfc172","With1 the continuous improvement of the complexity and integration of integrated circuits, verification work is consuming more and more time. The generation of test vector and the automation and reusability of verification platform are the key factors to improve verification efficiency. In this paper, we propose a modeling tool named FALMT. FALMT can not only model the function point of the design based on FAL, but also can complete the function of automatically generating the high reusability verification platform. In this way, the generation of the test vector and the verification platform does not require too much human intervention. Experiments show that the proposed methodology can shorten the verification cycle and speed up the verification process, shortening the time by 46.6%. © 2018 Association for Computing Machinery. ACM.","Automated; FAL; Reusable; Semi-formal; Verification platform","Computer software reusability; Reusability; Automated; Automated verification; Continuous improvements; Human intervention; Reusable; Semi-formal; Verification platforms; Verification process; Automation","Conference paper","Final","","Scopus","2-s2.0-85056812394"
